deposits,withdrawals,stakes,product,age,target
60,20,80,bet,<30,0
90,10,100,bet,50+,0
80,10,120,bet,50+,1
40,10,50,bet,<30,0
60,10,90,gaming,<30,0
40,20,100,gaming,<30,1
50,0,40,gaming,30-50,0
60,20,70,gaming,<30,0
60,10,30,gaming,<30,0
70,20,130,bet,30-50,0
60,10,130,gaming,30-50,0
80,40,110,gaming,30-50,0
50,20,120,bet,<30,0
50,120,70,gaming,<30,0
30,30,1050,bet,<30,0
40,10,60,gaming,<30,0
60,20,120,gaming,<30,0
100,10,180,bet,<30,0
30,20,120,bet,<30,0
40,10,390,gaming,30-50,0
40,10,100,gaming,30-50,0
90,0,160,gaming,<30,0
70,10,110,bet,50+,0
70,0,140,gaming,30-50,0
30,30,100,gaming,30-50,0
60,20,180,gaming,<30,0
30,20,90,gaming,50+,1
80,30,140,bet,30-50,0
40,20,70,bet,<30,1
60,10,40,gaming,<30,0
90,10,90,bet,<30,1
30,30,30,gaming,<30,1
20,40,130,gaming,<30,0
70,10,100,bet,<30,1
30,10,100,bet,<30,0
30,20,10,bet,<30,0
40,10,80,bet,<30,0
70,20,100,gaming,<30,0
70,0,30,gaming,<30,0
50,30,110,bet,50+,1
40,20,80,bet,30-50,0
50,30,40,bet,<30,1
30,30,100,gaming,<30,1
40,30,150,bet,30-50,0
40,10,100,gaming,<30,1
50,10,80,bet,<30,0
40,10,80,gaming,30-50,0
20,40,120,gaming,<30,1
20,20,110,bet,<30,0
50,20,70,bet,<30,0
30,20,60,bet,<30,0
50,10,40,gaming,<30,1
40,40,50,bet,30-50,0
60,20,100,gaming,30-50,1
50,30,70,bet,<30,0
20,40,20,gaming,30-50,0
70,NA,130,bet,<30,1
60,NA,140,bet,30-50,0
70,0,40,gaming,<30,0
20,30,860,bet,<30,0
40,10,120,bet,<30,0
50,20,90,gaming,50+,0
40,NA,40,bet,<30,0
20,NA,20,gaming,<30,0
50,30,130,gaming,30-50,0
50,10,70,bet,50+,1
20,30,110,bet,50+,0
50,30,90,gaming,30-50,0
40,10,70,gaming,<30,0
40,20,110,bet,50+,1
60,20,110,gaming,50+,0
50,10,580,gaming,50+,1
100,150,50,bet,30-50,0
20,10,70,gaming,<30,1
80,20,130,bet,50+,0
40,20,120,gaming,<30,1
20,30,30,bet,50+,1
40,10,70,gaming,<30,0
30,30,80,bet,50+,0
50,30,80,gaming,30-50,0
60,10,40,bet,<30,0
70,20,0,gaming,<30,0
10,10,0,gaming,<30,1
60,10,150,gaming,50+,0
50,10,90,bet,<30,0
30,30,50,gaming,<30,1
30,0,20,bet,30-50,1
40,20,10,gaming,50+,0
40,10,40,bet,<30,1
40,30,50,gaming,50+,0
70,20,30,gaming,50+,0
60,10,0,gaming,30-50,0
30,20,80,bet,<30,0
40,30,40,bet,30-50,0
40,20,50,gaming,<30,0
30,10,110,bet,<30,0
70,0,180,gaming,<30,0
60,40,0,bet,50+,0
50,20,70,bet,50+,0
60,10,90,bet,30-50,0
50,20,500,bet,<30,0
50,20,60,bet,<30,0
60,20,100,bet,30-50,0
60,10,70,gaming,<30,0
20,20,50,bet,<30,1
60,20,120,gaming,<30,0
100,0,90,gaming,30-50,0
60,20,70,bet,50+,0
40,20,10,gaming,<30,1
70,20,140,gaming,50+,1
50,10,120,gaming,<30,0
30,50,60,gaming,<30,1
40,20,120,gaming,30-50,0
90,20,120,gaming,30-50,0
50,30,130,gaming,50+,1
60,10,80,gaming,<30,0
20,20,70,bet,50+,0
70,10,160,bet,<30,1
50,20,140,gaming,<30,0
60,10,60,bet,<30,0
60,10,110,gaming,50+,0
70,0,130,bet,30-50,0
20,20,60,bet,30-50,0
60,10,130,gaming,<30,0
40,30,100,gaming,<30,1
40,20,150,bet,30-50,0
60,20,120,gaming,<30,1
70,30,130,gaming,30-50,0
50,10,80,bet,30-50,0
30,10,10,bet,<30,0
50,20,60,gaming,30-50,0
50,30,50,bet,30-50,1
20,40,120,gaming,30-50,0
90,10,120,gaming,30-50,0
70,10,1560,gaming,50+,1
60,20,40,gaming,30-50,0
70,10,110,gaming,50+,0
60,20,90,gaming,<30,0
30,0,0,bet,30-50,0
30,30,90,gaming,<30,0
50,20,90,gaming,<30,0
40,30,30,bet,50+,1
80,30,150,gaming,<30,1
50,30,170,gaming,<30,1
80,10,140,bet,<30,0
90,0,120,gaming,50+,1
60,10,100,gaming,<30,0
40,340,150,gaming,<30,0
60,20,150,bet,50+,0
80,20,1050,gaming,50+,1
50,20,80,gaming,<30,1
70,10,60,gaming,50+,0
60,40,70,bet,30-50,0
50,30,90,bet,30-50,0
50,30,70,bet,<30,0
0,40,0,gaming,<30,0
70,190,130,gaming,<30,0
50,10,120,bet,50+,0
60,0,30,bet,50+,1
70,30,130,bet,30-50,0
60,0,140,bet,30-50,0
40,110,700,bet,<30,0
60,NA,60,gaming,50+,0
60,20,60,bet,<30,0
40,30,120,gaming,<30,1
20,10,30,gaming,<30,0
30,30,120,gaming,50+,0
40,30,80,gaming,30-50,0
20,20,50,bet,30-50,0
70,20,140,gaming,30-50,0
80,NA,130,bet,<30,0
40,240,50,gaming,30-50,0
60,20,0,gaming,30-50,0
70,0,130,gaming,30-50,0
50,20,110,gaming,30-50,0
80,20,160,gaming,50+,0
60,210,60,bet,30-50,0
90,0,120,gaming,<30,0
60,240,100,gaming,<30,0
50,30,70,bet,<30,1
50,200,40,gaming,<30,0
70,20,0,gaming,<30,1
20,10,0,gaming,<30,0
80,10,160,gaming,<30,1
40,NA,80,bet,<30,0
10,30,30,bet,50+,0
40,0,30,bet,30-50,0
50,10,20,bet,<30,0
70,0,80,gaming,<30,0
60,20,70,gaming,50+,0
60,20,30,gaming,<30,0
60,10,0,bet,<30,0
30,20,80,gaming,50+,0
70,30,60,gaming,30-50,1
80,10,90,gaming,<30,0
90,0,160,gaming,50+,0
50,NA,160,bet,<30,0
110,30,40,bet,50+,0
40,20,660,gaming,30-50,0
70,10,100,bet,<30,0
60,20,80,gaming,30-50,0
70,20,80,gaming,<30,0
60,20,110,bet,<30,0
30,10,40,gaming,30-50,0
60,10,90,bet,<30,1
60,20,120,gaming,30-50,0
30,0,20,gaming,<30,1
30,30,50,bet,<30,0
50,20,10,gaming,<30,0
80,10,150,gaming,30-50,0
0,20,70,gaming,<30,1
90,40,130,gaming,<30,0
60,20,140,bet,<30,1
70,20,90,bet,<30,0
70,30,150,bet,50+,0
10,10,20,gaming,50+,0
50,20,100,gaming,<30,0
20,20,110,gaming,<30,0
60,NA,150,bet,50+,0
0,10,0,gaming,<30,1
20,20,740,gaming,30-50,0
60,0,1310,gaming,30-50,1
60,10,90,bet,<30,1
50,10,120,gaming,<30,1
60,30,120,bet,30-50,0
60,20,180,bet,<30,0
60,20,120,gaming,<30,0
40,30,100,gaming,<30,1
40,20,70,bet,<30,0
40,10,30,bet,30-50,0
70,10,80,gaming,<30,0
10,30,10,bet,30-50,0
90,NA,190,bet,50+,1
50,10,80,gaming,30-50,0
50,10,120,bet,30-50,1
40,20,20,bet,<30,1
40,10,80,gaming,50+,0
0,30,30,gaming,<30,1
60,0,30,gaming,50+,0
90,20,150,gaming,<30,0
80,20,1170,bet,<30,1
60,30,40,bet,50+,0
40,30,110,bet,<30,0
60,30,170,gaming,<30,0
30,20,90,bet,30-50,0
20,10,40,bet,<30,0
60,10,110,gaming,30-50,0
80,30,180,gaming,<30,0
30,20,120,gaming,<30,0
30,20,60,bet,30-50,0
60,10,90,bet,30-50,0
40,20,30,gaming,30-50,0
60,40,680,gaming,<30,1
40,30,80,gaming,<30,1
40,30,60,bet,<30,0
50,30,50,gaming,<30,0
20,10,80,gaming,30-50,0
40,10,110,bet,<30,0
90,0,60,gaming,50+,0
90,30,140,gaming,30-50,0
60,0,140,gaming,50+,1
40,20,700,gaming,30-50,1
10,40,10,bet,<30,0
40,20,40,gaming,30-50,0
50,NA,120,gaming,30-50,0
40,10,50,gaming,<30,0
20,40,100,bet,30-50,0
50,30,90,gaming,<30,1
60,10,100,gaming,<30,0
70,20,140,bet,<30,0
30,30,80,gaming,<30,0
60,10,70,gaming,<30,0
80,10,20,bet,50+,1
60,0,120,bet,<30,0
40,20,100,bet,<30,1
50,20,130,gaming,<30,0
40,30,50,bet,30-50,0
30,10,60,bet,<30,1
20,NA,60,bet,50+,0
20,340,50,bet,50+,0
50,10,30,bet,<30,1
50,30,0,bet,<30,1
40,NA,10,bet,<30,1
10,20,100,bet,<30,0
60,10,100,gaming,<30,0
30,30,50,bet,<30,1
60,0,510,gaming,<30,1
60,10,30,bet,<30,0
70,0,80,bet,50+,0
20,30,30,bet,30-50,1
60,20,20,bet,50+,1
50,NA,0,bet,<30,0
70,20,120,bet,<30,0
60,30,50,bet,50+,0
60,20,70,gaming,<30,0
40,NA,120,gaming,<30,1
60,0,170,bet,<30,1
50,40,0,gaming,50+,0
50,20,70,gaming,50+,1
20,20,470,bet,30-50,0
30,20,40,gaming,<30,0
60,20,70,bet,30-50,0
60,20,100,bet,<30,1
30,10,30,bet,<30,1
80,10,120,gaming,<30,0
70,20,130,gaming,30-50,0
50,0,40,bet,30-50,0
60,20,70,bet,<30,0
30,170,0,gaming,<30,0
40,20,1150,bet,<30,0
60,10,1250,gaming,<30,1
20,50,60,bet,<30,0
30,20,110,gaming,30-50,0
40,20,60,gaming,<30,0
60,30,130,bet,<30,0
60,10,80,gaming,<30,0
60,20,120,bet,50+,0
40,20,130,gaming,30-50,0
60,20,150,gaming,30-50,0
70,0,70,gaming,<30,1
50,10,110,bet,50+,0
40,10,100,bet,30-50,0
90,560,130,bet,30-50,0
60,10,130,bet,<30,0
30,30,90,gaming,<30,0
30,20,140,gaming,<30,0
60,20,120,bet,<30,0
40,30,90,gaming,50+,0
50,10,80,gaming,30-50,0
80,10,70,bet,50+,1
50,20,50,gaming,30-50,0
30,30,30,gaming,30-50,0
40,40,140,gaming,30-50,0
70,10,950,bet,30-50,1
50,10,110,bet,30-50,0
70,20,50,gaming,<30,0
50,10,90,gaming,30-50,0
20,20,50,bet,50+,1
20,0,0,gaming,<30,1
100,20,170,gaming,<30,0
50,20,90,gaming,<30,0
10,30,0,gaming,<30,0
40,30,110,gaming,<30,0
30,30,140,gaming,50+,1
80,10,140,gaming,30-50,1
60,10,90,gaming,<30,0
40,10,90,gaming,<30,0
80,30,180,bet,50+,0
50,20,140,gaming,30-50,1
60,20,80,gaming,50+,0
40,20,70,bet,<30,0
50,10,40,bet,<30,0
80,NA,90,bet,30-50,1
40,30,80,bet,30-50,0
80,20,100,gaming,<30,0
60,30,50,gaming,<30,0
60,10,120,bet,50+,0
60,10,130,gaming,<30,1
50,10,20,gaming,30-50,0
60,30,120,gaming,50+,0
70,0,150,bet,<30,0
40,160,70,bet,50+,1
50,30,50,bet,30-50,0
30,20,30,bet,50+,0
60,30,130,gaming,30-50,0
50,10,60,gaming,50+,0
30,30,120,bet,<30,0
30,30,60,gaming,<30,0
70,10,110,gaming,<30,0
20,20,80,bet,30-50,0
40,20,90,gaming,50+,0
30,NA,310,bet,<30,0
70,20,210,gaming,30-50,0
60,0,120,gaming,30-50,0
70,20,130,bet,50+,0
80,20,170,bet,<30,0
40,30,50,bet,50+,0
60,0,90,gaming,30-50,0
90,20,130,bet,50+,1
0,40,10,gaming,<30,1
50,NA,30,gaming,<30,0
60,20,0,gaming,30-50,0
50,10,20,gaming,50+,0
40,10,130,gaming,<30,1
0,20,30,gaming,50+,1
50,30,60,gaming,<30,0
60,0,50,bet,30-50,0
40,10,10,bet,<30,0
60,0,60,bet,<30,0
70,20,80,bet,<30,0
30,20,0,gaming,<30,0
30,10,0,bet,50+,1
90,20,140,gaming,30-50,0
40,30,270,bet,30-50,0
30,20,40,gaming,50+,0
60,10,130,bet,<30,0
0,0,120,gaming,30-50,1
80,40,10,gaming,<30,0
90,10,110,gaming,<30,0
50,10,80,bet,<30,0
60,20,70,bet,30-50,0
50,20,60,bet,30-50,0
30,20,70,gaming,<30,1
20,10,20,gaming,30-50,0
40,20,70,bet,<30,1
20,20,80,gaming,<30,0
50,0,40,bet,<30,0
20,30,30,gaming,30-50,0
30,NA,0,bet,<30,0
50,20,120,bet,30-50,0
20,20,90,gaming,30-50,1
40,50,80,gaming,<30,0
60,20,140,gaming,50+,0
50,NA,70,gaming,30-50,0
20,NA,100,gaming,50+,1
50,NA,70,bet,<30,0
40,20,90,bet,<30,0
30,NA,120,gaming,<30,1
40,20,130,gaming,30-50,0
40,10,40,bet,30-50,0
90,10,140,gaming,<30,1
20,10,90,gaming,<30,1
70,10,110,bet,30-50,1
30,10,100,bet,30-50,0
50,30,110,gaming,30-50,0
10,20,130,gaming,<30,0
60,20,110,bet,30-50,0
30,30,80,bet,<30,0
100,10,130,bet,<30,0
50,90,30,bet,30-50,0
40,20,50,bet,30-50,0
70,20,70,gaming,<30,0
40,40,150,gaming,50+,0
40,10,70,bet,30-50,0
30,10,100,gaming,<30,1
40,20,20,bet,<30,0
50,10,90,bet,<30,0
70,20,100,gaming,<30,0
40,0,0,bet,<30,0
50,30,110,gaming,30-50,0
70,20,110,gaming,<30,1
40,30,20,gaming,<30,0
50,30,120,gaming,30-50,0
70,20,190,gaming,30-50,0
50,10,110,bet,50+,1
50,10,80,gaming,<30,0
10,10,60,bet,<30,1
60,40,160,gaming,30-50,0
20,20,110,gaming,<30,0
50,20,80,bet,<30,0
40,20,70,bet,30-50,1
50,10,40,bet,<30,1
60,40,650,gaming,30-50,1
30,30,80,bet,<30,1
20,30,40,bet,30-50,0
40,40,40,gaming,30-50,0
70,10,130,gaming,30-50,0
40,10,110,bet,<30,0
30,10,0,gaming,50+,0
70,30,120,bet,30-50,0
40,10,120,bet,30-50,0
50,20,680,bet,50+,0
20,40,20,gaming,<30,1
70,20,70,gaming,50+,0
50,30,130,bet,<30,0
30,10,40,gaming,30-50,0
60,30,150,gaming,50+,0
90,20,120,gaming,<30,0
30,10,70,gaming,30-50,1
60,20,130,gaming,<30,1
30,30,80,gaming,<30,0
60,10,60,bet,<30,0
90,10,40,gaming,50+,0
70,0,120,bet,<30,0
70,20,1320,bet,30-50,1
40,20,120,bet,30-50,0
60,30,70,bet,<30,1
60,0,100,gaming,<30,0
80,30,120,gaming,<30,0
90,30,110,bet,30-50,0
40,10,30,gaming,<30,0
60,20,0,bet,<30,0
0,NA,0,gaming,50+,1
60,10,150,bet,50+,0
60,10,100,gaming,30-50,0
10,30,30,gaming,50+,1
50,0,40,bet,<30,0
10,20,0,bet,50+,1
60,10,60,bet,<30,0
0,30,10,gaming,30-50,0
60,20,20,bet,<30,0
60,0,0,gaming,50+,0
40,20,80,gaming,<30,0
50,30,40,gaming,30-50,0
0,20,10,bet,<30,0
80,0,160,bet,50+,0
50,0,160,gaming,<30,0
60,NA,0,gaming,30-50,0
70,20,90,gaming,30-50,0
50,10,80,bet,<30,0
60,20,70,bet,50+,1
60,20,70,bet,50+,0
70,20,110,bet,<30,1
20,10,20,bet,30-50,0
30,20,70,bet,50+,0
70,20,130,gaming,50+,0
60,0,50,gaming,<30,0
30,30,50,gaming,<30,0
30,20,0,gaming,30-50,0
60,20,120,gaming,30-50,0
70,10,1310,gaming,50+,1
80,40,110,bet,50+,0
50,NA,130,gaming,<30,1
50,NA,70,bet,<30,1
80,30,150,gaming,<30,1
50,NA,70,gaming,<30,1
50,20,110,gaming,30-50,0
80,10,170,gaming,50+,1
50,20,130,gaming,<30,1
20,10,20,gaming,30-50,0
50,10,110,gaming,<30,0
70,NA,130,bet,30-50,0
70,10,110,bet,<30,0
20,10,90,bet,30-50,0
50,30,110,bet,30-50,0
10,20,120,bet,<30,0
80,20,130,bet,<30,0
50,30,100,bet,<30,1
40,20,70,gaming,30-50,0
60,10,40,bet,30-50,0
50,20,60,bet,<30,0
110,20,100,gaming,30-50,0
60,30,160,gaming,30-50,0
30,10,60,bet,<30,0
30,10,90,gaming,<30,1
70,20,50,bet,<30,0
30,10,70,bet,<30,0
60,20,90,gaming,<30,0
40,0,10,bet,<30,0
70,20,130,gaming,50+,1
50,20,80,gaming,<30,0
30,30,20,gaming,<30,0
20,30,90,gaming,30-50,0
60,30,1500,gaming,30-50,1
20,20,740,gaming,30-50,0
50,10,80,gaming,<30,0
60,10,110,bet,<30,0
50,40,150,gaming,<30,0
30,NA,120,gaming,<30,1
50,20,70,bet,<30,0
40,20,70,gaming,<30,0
50,10,40,bet,<30,0
50,40,60,bet,<30,0
90,20,130,gaming,<30,0
80,20,90,gaming,<30,0
60,4250,60,gaming,<30,0
40,10,110,bet,<30,1
40,10,120,gaming,50+,1
50,10,20,bet,30-50,1
50,30,100,bet,30-50,0
50,0,140,bet,<30,0
10,20,40,bet,30-50,0
60,30,60,bet,<30,0
80,10,70,gaming,<30,0
40,30,120,gaming,30-50,1
60,10,80,bet,<30,0
30,30,120,bet,50+,0
40,30,80,gaming,30-50,0
60,10,90,bet,50+,0
50,20,120,gaming,<30,0
20,NA,70,gaming,<30,0
70,10,80,bet,50+,0
70,20,20,bet,30-50,1
50,NA,100,gaming,50+,0
50,20,110,gaming,30-50,1
70,20,150,gaming,30-50,0
70,30,80,bet,<30,0
40,10,80,gaming,<30,1
20,30,60,bet,<30,0
40,30,70,bet,<30,0
40,10,30,bet,30-50,0
30,30,0,bet,<30,0
40,10,10,gaming,<30,0
50,10,140,bet,<30,1
50,10,90,gaming,30-50,1
40,30,50,bet,<30,0
30,0,20,gaming,<30,1
50,10,30,gaming,30-50,0
60,0,560,gaming,50+,1
50,30,60,bet,30-50,0
70,20,40,gaming,<30,0
80,0,0,gaming,30-50,0
40,20,90,bet,50+,0
50,30,40,gaming,<30,0
40,20,50,bet,50+,0
30,10,110,gaming,30-50,0
40,NA,150,bet,<30,0
50,40,0,gaming,50+,0
60,20,80,bet,<30,0
50,10,80,bet,50+,0
60,NA,70,gaming,50+,0
30,20,420,bet,<30,0
40,20,90,bet,30-50,1
60,10,70,gaming,50+,1
40,10,70,bet,50+,1
70,20,130,bet,30-50,0
40,0,30,gaming,30-50,1
70,20,80,gaming,30-50,0
40,20,0,gaming,50+,0
40,20,100,bet,<30,0
0,20,50,gaming,<30,1
30,50,70,bet,<30,0
30,20,110,bet,<30,0
50,20,70,gaming,<30,1
70,30,150,bet,<30,0
70,80,90,gaming,<30,0
30,20,90,gaming,<30,0
30,20,110,bet,50+,0
30,20,120,gaming,50+,0
50,10,50,gaming,30-50,0
60,10,110,bet,<30,0
60,0,120,gaming,30-50,0
20,20,60,gaming,30-50,0
60,10,130,gaming,50+,1
50,30,110,gaming,30-50,0
50,20,170,bet,<30,0
90,20,140,gaming,50+,0
50,30,110,bet,<30,0
60,10,90,gaming,30-50,0
50,10,30,gaming,<30,0
20,20,240,gaming,<30,1
40,30,40,bet,30-50,0
30,40,130,gaming,50+,0
70,10,100,gaming,50+,0
80,10,140,bet,<30,0
50,20,30,gaming,<30,1
50,10,90,gaming,30-50,1
40,20,70,bet,<30,1
60,0,30,bet,<30,0
80,20,140,bet,30-50,0
70,20,110,bet,<30,1
50,30,30,bet,<30,0
70,30,130,gaming,<30,0
60,30,170,bet,<30,0
40,10,100,bet,<30,0
50,10,70,bet,<30,0
20,10,70,gaming,50+,1
30,40,130,gaming,<30,0
70,20,160,bet,30-50,0
60,20,80,bet,30-50,0
20,20,50,bet,30-50,0
60,350,50,bet,<30,0
40,40,50,bet,30-50,0
70,20,120,bet,50+,0
70,20,90,bet,<30,0
90,30,80,bet,<30,0
60,10,1280,gaming,<30,1
70,0,150,gaming,50+,0
50,10,20,gaming,<30,0
50,30,100,gaming,30-50,0
20,10,110,gaming,30-50,0
50,20,80,gaming,<30,1
50,30,50,gaming,<30,0
20,20,20,bet,50+,1
30,30,110,bet,<30,1
50,10,70,bet,50+,0
20,40,100,bet,30-50,1
30,30,60,bet,30-50,0
60,10,100,bet,30-50,0
60,NA,130,gaming,30-50,0
40,20,90,gaming,<30,1
50,NA,60,gaming,<30,0
40,20,0,gaming,30-50,0
40,10,90,bet,<30,0
40,20,90,gaming,50+,1
60,NA,140,gaming,50+,1
40,30,50,bet,50+,0
80,0,120,bet,<30,0
60,30,100,gaming,50+,1
50,30,80,bet,50+,0
60,10,50,bet,<30,0
70,20,0,gaming,30-50,0
30,10,0,bet,50+,0
50,10,140,bet,<30,0
50,10,90,bet,50+,0
40,30,50,gaming,<30,0
40,0,30,bet,50+,0
20,20,0,bet,<30,0
90,0,90,gaming,30-50,1
40,30,50,bet,<30,0
70,20,40,bet,<30,0
50,10,0,gaming,<30,0
40,20,90,bet,50+,1
60,30,50,bet,30-50,0
80,10,90,gaming,30-50,0
40,NA,120,gaming,50+,0
40,0,160,bet,50+,0
70,40,0,bet,50+,1
60,20,80,gaming,<30,1
80,10,110,bet,30-50,0
60,20,80,bet,30-50,0
50,20,60,bet,<30,0
20,20,70,gaming,<30,1
30,10,30,bet,30-50,1
50,NA,90,gaming,<30,0
70,20,130,bet,<30,1
80,0,70,bet,<30,0
60,20,70,gaming,30-50,1
40,20,0,gaming,30-50,0
70,20,140,bet,<30,1
80,10,150,bet,<30,1
20,50,50,bet,30-50,0
60,20,140,bet,30-50,0
50,20,680,bet,50+,1
60,30,140,bet,<30,0
20,10,40,bet,50+,1
40,20,100,gaming,<30,1
70,10,160,bet,<30,0
70,20,160,bet,30-50,0
30,10,30,bet,30-50,0
50,10,100,bet,<30,0
50,0,120,bet,<30,0
50,10,90,gaming,30-50,0
30,10,100,gaming,30-50,0
80,30,140,bet,<30,0
40,NA,160,bet,<30,0
30,20,90,bet,30-50,0
50,30,100,gaming,50+,0
20,20,50,bet,<30,0
50,10,30,gaming,30-50,0
20,2000,30,bet,30-50,0
30,30,30,gaming,<30,1
30,40,130,bet,<30,0
40,10,70,bet,<30,0
40,10,100,bet,30-50,0
70,NA,50,gaming,30-50,0
50,10,90,bet,30-50,1
50,20,80,gaming,<30,0
50,0,20,gaming,<30,0
70,20,130,bet,<30,1
40,20,70,gaming,<30,0
40,30,270,gaming,30-50,1
70,30,140,gaming,<30,1
70,30,180,bet,50+,0
80,10,140,gaming,<30,0
60,10,80,bet,<30,0
40,10,80,bet,<30,1
50,40,150,bet,30-50,1
70,20,160,bet,<30,0
50,20,70,gaming,<30,0
80,10,110,bet,50+,0
40,20,350,gaming,<30,0
20,40,30,bet,30-50,1
30,NA,80,bet,<30,0
70,20,90,bet,30-50,0
40,40,30,gaming,<30,0
70,10,130,gaming,<30,0
40,10,110,bet,50+,1
40,10,10,gaming,30-50,0
60,30,120,bet,50+,1
30,10,110,bet,<30,0
10,20,40,bet,<30,0
50,30,50,bet,30-50,1
20,20,20,bet,50+,0
60,30,140,gaming,<30,1
80,10,1050,bet,<30,1
60,30,150,bet,<30,0
50,30,80,bet,30-50,0
60,10,90,bet,30-50,0
60,20,120,bet,<30,0
50,20,90,gaming,<30,0
110,10,120,gaming,50+,0
70,20,20,bet,30-50,0
50,10,110,gaming,30-50,0
50,20,110,gaming,<30,1
40,20,130,bet,30-50,0
40,30,40,bet,50+,0
10,10,50,gaming,30-50,0
40,NA,80,gaming,30-50,0
0,40,30,bet,<30,1
30,10,20,gaming,<30,0
40,30,0,bet,30-50,0
80,0,40,bet,30-50,0
120,10,200,bet,<30,1
50,10,90,gaming,<30,0
50,30,600,gaming,50+,0
90,0,80,gaming,<30,0
20,20,0,bet,<30,0
50,10,50,bet,30-50,0
80,20,90,bet,<30,0
50,20,20,gaming,<30,0
20,10,0,bet,50+,1
70,20,120,gaming,<30,0
60,30,50,gaming,<30,1
70,NA,70,gaming,<30,0
40,10,120,bet,30-50,0
70,0,180,bet,<30,0
30,40,0,gaming,<30,1
40,20,60,gaming,30-50,0
70,10,100,bet,<30,0
40,20,50,gaming,<30,0
50,20,60,bet,30-50,0
50,20,100,gaming,50+,0
50,10,60,gaming,<30,0
60,10,100,bet,<30,0
30,20,90,bet,<30,1
50,NA,40,gaming,<30,1
50,30,60,bet,30-50,0
70,NA,40,bet,<30,0
40,20,110,gaming,30-50,0
60,10,130,gaming,<30,1
40,50,80,gaming,<30,0
40,20,120,gaming,30-50,1
50,20,70,gaming,50+,0
40,30,120,bet,50+,0
60,10,80,gaming,30-50,0
90,10,140,bet,<30,0
60,NA,150,gaming,30-50,0
50,20,130,gaming,<30,0
50,NA,50,gaming,30-50,0
90,10,140,bet,<30,0
80,0,140,bet,30-50,0
60,10,100,gaming,<30,0
50,10,110,gaming,50+,0
60,30,120,bet,<30,1
70,10,190,gaming,<30,0
10,30,70,gaming,<30,0
50,30,100,bet,<30,0
80,10,110,bet,<30,0
40,10,20,bet,30-50,0
30,20,40,bet,30-50,0
90,20,90,bet,50+,0
40,40,140,gaming,30-50,0
60,10,100,bet,<30,0
40,10,100,bet,30-50,0
30,NA,10,gaming,30-50,0
60,10,100,gaming,<30,0
80,20,120,bet,<30,0
50,0,20,bet,30-50,1
50,30,110,gaming,<30,0
30,20,60,gaming,50+,1
60,30,40,gaming,30-50,1
50,30,120,bet,50+,1
50,30,170,gaming,<30,0
70,10,130,bet,30-50,0
50,10,70,gaming,<30,0
60,10,100,bet,30-50,0
20,40,120,bet,<30,0
70,20,160,gaming,<30,0
20,20,40,gaming,30-50,0
80,10,110,bet,50+,0
60,10,40,gaming,<30,0
50,40,60,gaming,30-50,0
20,510,60,gaming,50+,0
20,30,40,gaming,<30,1
70,30,60,bet,30-50,0
50,10,120,bet,50+,1
50,10,130,gaming,<30,0
80,0,50,bet,30-50,0
80,30,130,gaming,50+,0
50,0,130,gaming,30-50,0
50,20,80,bet,30-50,1
30,40,30,gaming,<30,0
20,20,10,gaming,<30,0
40,30,1350,bet,<30,0
60,10,80,gaming,<30,0
80,30,170,gaming,<30,0
40,30,70,bet,30-50,0
20,20,50,bet,50+,1
60,20,120,gaming,50+,0
80,20,130,bet,<30,1
40,20,50,gaming,<30,0
60,20,10,bet,50+,0
30,10,80,bet,<30,1
60,20,120,gaming,<30,0
20,20,100,gaming,30-50,0
80,30,80,bet,<30,0
60,0,100,gaming,30-50,0
60,30,100,gaming,<30,1
30,30,50,bet,<30,0
60,10,50,gaming,50+,0
20,30,0,gaming,30-50,0
50,10,10,bet,30-50,0
80,10,160,bet,50+,0
80,10,120,bet,<30,0
30,30,40,bet,50+,0
40,0,30,gaming,30-50,0
30,20,0,gaming,50+,1
60,10,60,gaming,<30,1
40,30,50,gaming,<30,0
50,20,20,gaming,<30,1
60,10,0,gaming,<30,1
60,NA,110,bet,30-50,0
100,20,90,gaming,50+,0
50,20,60,bet,<30,0
50,10,130,gaming,<30,1
40,0,150,bet,<30,0
10,50,0,bet,30-50,0
40,20,70,gaming,30-50,0
60,10,90,gaming,<30,0
60,20,70,bet,<30,0
40,20,50,bet,<30,0
40,NA,80,bet,<30,0
50,10,50,bet,30-50,0
100,10,140,bet,30-50,0
40,20,90,gaming,30-50,0
60,0,50,bet,<30,0
20,30,30,gaming,<30,1
100,10,60,bet,50+,0
40,20,100,gaming,30-50,0
10,20,70,gaming,<30,0
60,50,90,bet,<30,0
70,20,150,bet,50+,1
10,20,30,gaming,30-50,1
40,30,120,bet,30-50,0
30,NA,50,gaming,50+,0
50,20,100,bet,<30,0
20,20,100,gaming,<30,0
50,20,140,gaming,<30,1
40,NA,40,gaming,<30,0
40,20,990,bet,<30,0
60,0,120,gaming,30-50,0
60,10,100,gaming,<30,0
20,10,90,bet,<30,0
40,30,110,gaming,30-50,0
40,20,150,gaming,30-50,0
40,20,1100,gaming,50+,1
30,30,90,gaming,<30,0
100,10,130,gaming,30-50,0
20,10,0,gaming,<30,0
50,20,50,gaming,<30,0
80,20,80,gaming,30-50,0
70,30,170,bet,30-50,0
50,10,80,bet,<30,0
70,10,130,bet,30-50,0
70,280,50,bet,<30,0
70,NA,110,bet,<30,0
40,20,70,gaming,<30,0
